,bigram,count
3461,"('ToggleObject', 'open')",48
3462,"('GotoLocation', 'furniture')",48
3463,"('PickupObject', 'copper')",48
3464,"('PickupObject', 'objects')",48
3465,"('PutObject', 'raise')",48
3466,"('PickupObject', 'at.')",48
3467,"('PickupObject', 'cleaning')",48
3468,"('SliceObject', 'on.')",48
3469,"('PutObject', 'from.')",48
3470,"('GotoLocation', 'moved')",48
3471,"('SliceObject', 'waste')",48
3472,"('CleanObject', 'inside.')",48
3473,"('CleanObject', 'shelving')",48
3474,"('GotoLocation', 'existing')",48
3475,"('SliceObject', 'couple')",48
3476,"('CoolObject', 'proceed')",48
3477,"('CoolObject', 'square')",48
3478,"('GotoLocation', 'microwave\n')",48
3479,"('HeatObject', 'slice.')",48
3480,"('GotoLocation', 'padded')",48
3481,"('GotoLocation', 'mantle.')",48
3482,"('GotoLocation', 'hall')",47
3483,"('PickupObject', 'till')",47
3484,"('GotoLocation', 'entry')",47
3485,"('PickupObject', 'doorway')",47
3486,"('GotoLocation', 'smart')",47
3487,"('PickupObject', 'closet')",47
3488,"('GotoLocation', 'shower.')",47
3489,"('PutObject', 'windows')",47
3490,"('PutObject', 'in.')",47
3491,"('PutObject', 'cover')",47
3492,"('GotoLocation', 'wristwatch')",47
3493,"('PickupObject', 'preparing')",47
3494,"('PutObject', 'six')",47
3495,"('PutObject', 'stools')",47
3496,"('PutObject', 'opening')",47
3497,"('SliceObject', 'butterknife')",47
3498,"('CleanObject', 'three')",47
3499,"('CoolObject', 'basin.')",47
3500,"('CoolObject', 'cup.')",47
3501,"('CoolObject', 'freezer')",47
3502,"('GotoLocation', 'grinders')",47
3503,"('HeatObject', 'spoon.')",47
3504,"('HeatObject', 'grey')",47
3505,"('HeatObject', 'floor.')",47
3506,"('PickupObject', 'spatulas')",47
3507,"('PutObject', 'spatulas')",47
3508,"('GotoLocation', 'eight')",46
3509,"('PickupObject', 'making')",46
3510,"('PickupObject', 'bookshelf')",46
3511,"('GotoLocation', 'other.')",46
3512,"('PutObject', 'objects')",46
3513,"('GotoLocation', 'left-most')",46
3514,"('GotoLocation', 'beginning')",46
3515,"('PutObject', 'immediately')",46
3516,"('PutObject', 'potted')",46
3517,"('PutObject', 'right-hand')",46
3518,"('PickupObject', 'lay')",46
3519,"('PutObject', 'keep')",46
3520,"('PickupObject', 'farther')",46
3521,"('SliceObject', 'freezer.')",46
3522,"('GotoLocation', 'brass')",46
3523,"('SliceObject', 'upper')",46
3524,"('SliceObject', 'kitchen.')",46
3525,"('SliceObject', '90')",46
3526,"('PutObject', 'eggs')",46
3527,"('PickupObject', 'ladle.')",46
3528,"('PutObject', 'copper')",46
3529,"('PutObject', 'counters')",46
3530,"('PickupObject', 'work')",46
3531,"('PutObject', 'heating')",46
3532,"('CleanObject', 'proceed')",46
3533,"('CoolObject', 'with')",46
3534,"('CoolObject', 'pot.')",46
3535,"('GotoLocation', 'minutes.')",46
3536,"('HeatObject', 'mug.')",46
3537,"('PickupObject', 'please.')",45
3538,"('PickupObject', 'console')",45
3539,"('ToggleObject', 'ottoman')",45
3540,"('ToggleObject', 'mug')",45
3541,"('GotoLocation', 'human')",45
3542,"('GotoLocation', 'trophy.')",45
3543,"('GotoLocation', 'enough')",45
3544,"('PickupObject', 'deep')",45
3545,"('PickupObject', 'drain.')",45
3546,"('SliceObject', 'window.')",45
3547,"('GotoLocation', 'discard')",45
3548,"('PickupObject', 'coffeemaker')",45
3549,"('PutObject', 'cabbage.')",45
3550,"('SliceObject', 'standing')",45
3551,"('GotoLocation', 'pear.')",45
3552,"('SliceObject', 'shaker')",45
3553,"('PickupObject', 'wedge')",45
3554,"('PickupObject', 'dishes')",45
3555,"('PickupObject', 'prepare')",45
3556,"('PutObject', 'adjacent')",45
3557,"('SliceObject', 'underneath')",45
3558,"('PutObject', 'work')",45
3559,"('CleanObject', 'drop')",45
3560,"('CleanObject', 'begin')",45
3561,"('CleanObject', 'oven.')",45
3562,"('PickupObject', 'cooking.')",45
3563,"('CoolObject', 'recycling')",45
3564,"('CoolObject', 'onto')",45
3565,"('GotoLocation', 'previous')",45
3566,"('HeatObject', 'with')",45
3567,"('ToggleObject', 'drawer')",44
3568,"('PickupObject', 'resting')",44
3569,"('PickupObject', 'lift')",44
3570,"('ToggleObject', 'glass')",44
3571,"('GotoLocation', 'tables.')",44
3572,"('ToggleObject', 'disc')",44
3573,"('GotoLocation', 'counterclockwise')",44
3574,"('PickupObject', 'end.')",44
3575,"('PutObject', 'middle.')",44
3576,"('GotoLocation', 'thin')",44
3577,"('GotoLocation', 'diagonal')",44
3578,"('PutObject', 'farther')",44
3579,"('PickupObject', 'bar.')",44
3580,"('PutObject', 'compartment')",44
3581,"('SliceObject', 'sponge.')",44
3582,"('PutObject', 'dishes')",44
3583,"('GotoLocation', 'pointed')",44
3584,"('SliceObject', 'chair')",44
3585,"('GotoLocation', 'covered')",44
3586,"('CleanObject', 'golden')",44
3587,"('CleanObject', 'full')",44
3588,"('CleanObject', 'spray')",44
3589,"('CleanObject', 'recycling')",44
3590,"('CoolObject', 'tray')",44
3591,"('PickupObject', 'cold.')",44
3592,"('HeatObject', 'removing')",44
3593,"('HeatObject', 'shelving')",44
3594,"('ToggleObject', 'find')",43
3595,"('GotoLocation', 'digital')",43
3596,"('GotoLocation', 'loveseat.')",43
3597,"('GotoLocation', 'also')",43
3598,"('GotoLocation', 'cubby')",43
3599,"('PutObject', 'disc.')",43
3600,"('PickupObject', 'washcloth')",43
3601,"('PickupObject', 'alongside')",43
3602,"('PutObject', 'plaid')",43
3603,"('GotoLocation', 'throwing')",43
3604,"('PutObject', 'at.')",43
3605,"('GotoLocation', 'mill.')",43
3606,"('PickupObject', 'sections.')",43
3607,"('PutObject', 'deep')",43
3608,"('GotoLocation', 'leaving')",43
3609,"('GotoLocation', 'clockwise')",43
3610,"('SliceObject', 'several')",43
3611,"('GotoLocation', 'platter')",43
3612,"('PutObject', 'cutting')",43
3613,"('PutObject', 'spout')",43
3614,"('CleanObject', 'way')",43
3615,"('CleanObject', 'dishwasher')",43
3616,"('CleanObject', 'stop')",43
3617,"('CleanObject', 'ahead.')",43
3618,"('CleanObject', 'sitting')",43
3619,"('CleanObject', 'rag.')",43
3620,"('CleanObject', 'burner.')",43
3621,"('SliceObject', 'done')",43
3622,"('CoolObject', 'directly')",43
3623,"('CoolObject', 'mug.')",43
3624,"('CoolObject', 'dish')",43
3625,"('HeatObject', 'little')",43
3626,"('HeatObject', 'directly')",43
3627,"('HeatObject', 'floor')",43
3628,"('HeatObject', 'rack.')",43
3629,"('ToggleObject', 'door.')",42
3630,"('ToggleObject', 'chairs')",42
3631,"('GotoLocation', 'complete')",42
3632,"('ToggleObject', 'slightly')",42
3633,"('GotoLocation', 'collect')",42
3634,"('GotoLocation', 'office')",42
3635,"('ToggleObject', 'gold')",42
3636,"('PickupObject', 'point')",42
3637,"('PickupObject', 'computers')",42
3638,"('GotoLocation', '\n')",42
3639,"('GotoLocation', 'sill')",42
3640,"('GotoLocation', 'cistern.')",42
3641,"('PickupObject', 'storage')",42
3642,"('GotoLocation', 'key-chain')",42
3643,"('PutObject', 'cleaning')",42
3644,"('PutObject', 'lay')",42
3645,"('PutObject', 'preparing')",42
3646,"('SliceObject', 'sponge')",42
3647,"('PutObject', 'bag.')",42
3648,"('GotoLocation', 'coconut')",42
3649,"('GotoLocation', 'inches')",42
3650,"('SliceObject', 'located')",42
3651,"('PickupObject', 'parts.')",42
3652,"('GotoLocation', 'slight')",42
3653,"('GotoLocation', 'pulling')",42
3654,"('CoolObject', 'approach')",42
3655,"('GotoLocation', 'too.')",42
3656,"('GotoLocation', 'sticks')",42
3657,"('HeatObject', 'wall.')",42
3658,"('HeatObject', 'hold')",42
3659,"('HeatObject', 'half')",42
3660,"('HeatObject', 'basin.')",42
3661,"('HeatObject', 'tray')",42
3662,"('PickupObject', 'leaning')",41
3663,"('ToggleObject', 'empty')",41
3664,"('GotoLocation', 'ninety')",41
3665,"('PickupObject', 'tops')",41
3666,"('GotoLocation', 'robot')",41
3667,"('PickupObject', 'veering')",41
3668,"('PickupObject', 'single')",41
3669,"('SliceObject', 'spatula.')",41
3670,"('PutObject', 'quick')",41
3671,"('PickupObject', 'you')",41
3672,"('PutObject', 'resting')",41
3673,"('PutObject', 'portion')",41
3674,"('GotoLocation', 'rags.')",41
3675,"('SliceObject', 'nearest')",41
3676,"('PutObject', 'wastebasket.')",41
3677,"('SliceObject', 'part')",41
3678,"('GotoLocation', 'bucket.')",41
3679,"('SliceObject', 'another')",41
3680,"('SliceObject', 'little')",41
3681,"('GotoLocation', 'well.')",41
3682,"('SliceObject', 'glass')",41
3683,"('PickupObject', 'paring')",41
3684,"('GotoLocation', 'door)')",41
3685,"('PickupObject', 'pots')",41
3686,"('PutObject', 'pots')",41
3687,"('CleanObject', 'dresser')",41
3688,"('CoolObject', 'taking')",41
3689,"('CoolObject', 'begin')",41
3690,"('CoolObject', 'sponge')",41
3691,"('HeatObject', 'forwards')",41
3692,"('HeatObject', 'waste')",41
3693,"('PickupObject', 'tray.')",40
3694,"('GotoLocation', 'looks')",40
3695,"('PickupObject', 'base')",40
3696,"('GotoLocation', 'picks')",40
3697,"('GotoLocation', 'from')",40
3698,"('GotoLocation', 'right-side')",40
3699,"('ToggleObject', 'key')",40
3700,"('GotoLocation', 'racquet')",40
3701,"('GotoLocation', 'sure')",40
3702,"('GotoLocation', 'main')",40
3703,"('PutObject', 'board')",40
3704,"('PutObject', 'end.')",40
3705,"('PutObject', 'chain')",40
3706,"('PickupObject', 'original')",40
3707,"('PickupObject', 'cupboards')",40
3708,"('PutObject', 'cupboards')",40
3709,"('PutObject', 'drain.')",40
3710,"('PutObject', 'teapot')",40
3711,"('PickupObject', 'half.')",40
3712,"('PutObject', 'closet')",40
3713,"('SliceObject', 'wine')",40
3714,"('GotoLocation', 'utensils')",40
3715,"('PutObject', 'prepare')",40
3716,"('GotoLocation', 'screen.')",40
3717,"('GotoLocation', 'platform.')",40
3718,"('GotoLocation', 'line')",40
3719,"('CleanObject', 'rightmost')",40
3720,"('GotoLocation', 'soak')",40
3721,"('CoolObject', 'grey')",40
3722,"('GotoLocation', 'fob')",40
3723,"('PickupObject', 'soaps')",40
3724,"('PutObject', 'soaps')",40
3725,"('ToggleObject', 'wood')",39
3726,"('GotoLocation', 'backward')",39
3727,"('ToggleObject', 'view')",39
3728,"('ToggleObject', 'chain')",39
3729,"('GotoLocation', 'upwards')",39
3730,"('PutObject', 'bookshelf')",39
3731,"('GotoLocation', 'was.')",39
3732,"('GotoLocation', 'books.')",39
3733,"('GotoLocation', 'toss')",39
3734,"('PutObject', 'computers')",39
3735,"('PickupObject', 'washer.')",39
3736,"('SliceObject', 'spatula')",39
3737,"('PickupObject', 'thirds.')",39
3738,"('PutObject', 'sections.')",39
3739,"('GotoLocation', 'drinking')",39
3740,"('PutObject', 'paring')",39
3741,"('GotoLocation', 'advance')",39
3742,"('GotoLocation', 'tap.')",39
3743,"('CleanObject', 'around.')",39
3744,"('CleanObject', 'directly')",39
3745,"('CleanObject', 'hold')",39
3746,"('GotoLocation', 'wet.')",39
3747,"('CleanObject', 'vanity')",39
3748,"('CoolObject', 'egg.')",39
3749,"('CoolObject', 'half')",39
3750,"('HeatObject', 'veer')",39
3751,"('PickupObject', 'adjust')",38
3752,"('GotoLocation', 'bank')",38
3753,"('ToggleObject', 'standing')",38
3754,"('PickupObject', 'when')",38
3755,"('GotoLocation', 'letting')",38
3756,"('GotoLocation', 'windows.')",38
3757,"('GotoLocation', 'order')",38
3758,"('ToggleObject', 'trophy')",38
3759,"('GotoLocation', 'rug.')",38
3760,"('ToggleObject', 'pot')",38
3761,"('GotoLocation', 'pitcher')",38
3762,"('PickupObject', 'car')",38
3763,"('PutObject', 'striped')",38
3764,"('PutObject', 'wire')",38
3765,"('GotoLocation', '4')",38
3766,"('PickupObject', 'bookcase.')",38
3767,"('PutObject', 'bookcase.')",38
3768,"('PutObject', 'making')",38
3769,"('PutObject', 'washer.')",38
3770,"('PutObject', 'control.')",38
3771,"('SliceObject', 'drying')",38
3772,"('PutObject', 'point')",38
3773,"('PutObject', 'ladle.')",38
3774,"('GotoLocation', 'tap')",38
3775,"('CleanObject', 'putting')",38
3776,"('CleanObject', 'spatula.')",38
3777,"('CleanObject', 'underneath')",38
3778,"('CleanObject', 'drawers')",38
3779,"('PutObject', 'storage')",38
3780,"('PutObject', 'cooling')",38
3781,"('CoolObject', 'seven')",38
3782,"('GotoLocation', '8')",38
3783,"('PickupObject', 'notebook')",37
3784,"('ToggleObject', 'way')",37
3785,"('PickupObject', 'mugs')",37
3786,"('PickupObject', 'love')",37
3787,"('PickupObject', 'came')",37
3788,"('PutObject', 'sits')",37
3789,"('GotoLocation', 'located.')",37
3790,"('GotoLocation', 'cover.')",37
3791,"('GotoLocation', 'spot.')",37
3792,"('PickupObject', 'now')",37
3793,"('GotoLocation', 'area.')",37
3794,"('SliceObject', 'handle.')",37
3795,"('SliceObject', 'cup.')",37
3796,"('PickupObject', 'central')",37
3797,"('PickupObject', 'centered')",37
3798,"('PickupObject', 'pickup')",37
3799,"('PickupObject', 'platform')",37
3800,"('PutObject', 'tray.')",37
3801,"('GotoLocation', '&')",37
3802,"('SliceObject', ""chef's"")",37
3803,"('CleanObject', 'fruit')",37
3804,"('CleanObject', 'twice')",37
3805,"('CleanObject', 'slices')",37
3806,"('CleanObject', 'washcloth')",37
3807,"('PutObject', 'tops')",37
3808,"('CoolObject', 'bottle.')",37
3809,"('PutObject', 'cold.')",37
3810,"('HeatObject', 'onto')",37
3811,"('HeatObject', 'fork')",37
3812,"('HeatObject', 'then')",37
3813,"('HeatObject', 'stand.')",37
3814,"('ToggleObject', 'cabinet.')",36
3815,"('ToggleObject', 'opposite')",36
3816,"('PickupObject', 'containers')",36
3817,"('PickupObject', 'behind.')",36
3818,"('PickupObject', 'bookcase')",36
3819,"('ToggleObject', 'remote.')",36
3820,"('GotoLocation', 'piano.')",36
3821,"('GotoLocation', 'tables')",36
3822,"('PickupObject', 'followed')",36
3823,"('PickupObject', 'transfer')",36
3824,"('PickupObject', 'horizontally')",36
3825,"('PickupObject', 'cooker')",36
3826,"('GotoLocation', 'lip')",36
3827,"('PutObject', 'single')",36
3828,"('PickupObject', 'rest.')",36
3829,"('SliceObject', 'tomatoes')",36
3830,"('PickupObject', 'bucket')",36
3831,"('SliceObject', 'passing')",36
3832,"('PutObject', 'central')",36
3833,"('PutObject', 'centered')",36
3834,"('GotoLocation', 'fruit.')",36
3835,"('GotoLocation', 'position.')",36
3836,"('GotoLocation', 'teakettle')",36
3837,"('CleanObject', 'on.')",36
3838,"('GotoLocation', 'kiwi')",36
3839,"('CleanObject', 'throw')",36
3840,"('CleanObject', 'onto')",36
3841,"('PutObject', 'parts.')",36
3842,"('CleanObject', 'window')",36
3843,"('CleanObject', 'forwards')",36
3844,"('CleanObject', 'is.')",36
3845,"('CleanObject', 'cloth.')",36
3846,"('CleanObject', 'vegetable')",36
3847,"('CoolObject', 'waste')",36
3848,"('CoolObject', 'floor')",36
3849,"('CoolObject', 'doors.')",36
3850,"('CoolObject', 'floor.')",36
3851,"('GotoLocation', 'crisper')",36
3852,"('HeatObject', 'locate')",36
3853,"('HeatObject', 'fork.')",36
3854,"('HeatObject', 'section')",36
3855,"('HeatObject', 'underneath')",36
3856,"('HeatObject', 'pot.')",36
3857,"('GotoLocation', 'bats')",36
3858,"('GotoLocation', 'disks')",36
3859,"('GotoLocation', 'fabric')",36
3860,"('PickupObject', 'plastic')",35
3861,"('PickupObject', 'backwards.')",35
3862,"('ToggleObject', 'arm')",35
3863,"('GotoLocation', 'flower')",35
3864,"('PutObject', 'till')",35
3865,"('PutObject', 'bear')",35
3866,"('SliceObject', 'rack.')",35
3867,"('PickupObject', 'surface')",35
3868,"('PutObject', 'bookcase')",35
3869,"('PutObject', 'you')",35
3870,"('GotoLocation', 'horizontal')",35
3871,"('PutObject', 'cooker')",35
3872,"('GotoLocation', 'stovetop.')",35
3873,"('PickupObject', 'onion')",35
3874,"('PutObject', 'onion')",35
3875,"('SliceObject', 'frying')",35
3876,"('SliceObject', 'fork.')",35
3877,"('PickupObject', 'tip')",35
3878,"('PutObject', 'wedge')",35
3879,"('PutObject', 'original')",35
3880,"('PutObject', 'platform')",35
3881,"('PickupObject', 'perpendicular')",35
3882,"('PutObject', 'perpendicular')",35
3883,"('SliceObject', 'then')",35
3884,"('PutObject', 'mugs')",35
3885,"('GotoLocation', '(bottom')",35
3886,"('PickupObject', 'pans')",35
3887,"('PutObject', 'pans')",35
3888,"('CleanObject', 'completely')",35
3889,"('SliceObject', 'seconds.')",35
3890,"('GotoLocation', 'barred')",35
3891,"('GotoLocation', 'time.')",35
3892,"('PutObject', 'containers')",35
3893,"('PutObject', 'cooking.')",35
3894,"('CoolObject', 'removing')",35
3895,"('CoolObject', 'garbage.')",35
3896,"('CoolObject', 'cupboard.')",35
3897,"('CoolObject', 'upper')",35
3898,"('CoolObject', 'locate')",35
3899,"('CoolObject', 'spoon')",35
3900,"('GotoLocation', 'eat')",35
3901,"('HeatObject', 'pot')",35
3902,"('HeatObject', 'heated.')",35
3903,"('HeatObject', 'closer')",35
3904,"('GotoLocation', 'ledge.')",34
3905,"('ToggleObject', 'plant')",34
3906,"('ToggleObject', 'bedside')",34
3907,"('GotoLocation', 'bean')",34
3908,"('PickupObject', 'mat')",34
3909,"('ToggleObject', 'box.')",34
3910,"('PickupObject', 'colored')",34
3911,"('PickupObject', 'picked')",34
3912,"('ToggleObject', 'card.')",34
3913,"('GotoLocation', 'smartphones')",34
3914,"('GotoLocation', 'built')",34
3915,"('PickupObject', 'closed')",34
3916,"('PickupObject', 'straight.')",34
3917,"('GotoLocation', 'enter')",34
3918,"('GotoLocation', 'racket.')",34
3919,"('ToggleObject', 'tea')",34
3920,"('PutObject', 'car')",34
3921,"('GotoLocation', 'dvd')",34
3922,"('GotoLocation', ""chair's"")",34
3923,"('GotoLocation', 'vault.')",34
3924,"('PutObject', 'rest.')",34
3925,"('PutObject', 'love')",34
3926,"('PutObject', 'bar.')",34
3927,"('PutObject', 'coffeemaker')",34
3928,"('PickupObject', 'door;')",34
3929,"('PutObject', 'console')",34
3930,"('PickupObject', 'shakers.')",34
3931,"('PutObject', 'shakers.')",34
3932,"('GotoLocation', 'in')",34
3933,"('PickupObject', 'stools.')",34
3934,"('PutObject', 'horizontally')",34
3935,"('SliceObject', 'gas')",34
3936,"('CleanObject', 'locate')",34
3937,"('SliceObject', 'faucet')",34
3938,"('CleanObject', 'dish')",34
3939,"('GotoLocation', 'places')",34
3940,"('GotoLocation', 'dispose')",34
3941,"('CoolObject', 'wall.')",34
3942,"('CoolObject', 'ahead.')",34
3943,"('CoolObject', 'window')",34
3944,"('HeatObject', 'spatula')",34
3945,"('HeatObject', '90')",34
3946,"('HeatObject', 'sharp')",34
3947,"('HeatObject', 'turning')",34
3948,"('HeatObject', 'cupboard.')",34
3949,"('HeatObject', 'pepper')",34
3950,"('GotoLocation', 'finish')",34
3951,"('ToggleObject', 'up.')",33
3952,"('ToggleObject', 'bin')",33
3953,"('ToggleObject', 'shelves')",33
3954,"('ToggleObject', 'tv.')",33
3955,"('PickupObject', 'leather')",33
3956,"('GotoLocation', 'focus')",33
3957,"('ToggleObject', 'cloth')",33
3958,"('GotoLocation', 'pair')",33
3959,"('PickupObject', 'mantle')",33
3960,"('PickupObject', 'lounge')",33
3961,"('PickupObject', 'object.')",33
3962,"('PutObject', 'while')",33
3963,"('PickupObject', 'cushions')",33
3964,"('PutObject', 'bedroom')",33
3965,"('PutObject', 'alongside')",33
3966,"('PutObject', 'picking')",33
3967,"('PickupObject', 'avocado')",33
3968,"('SliceObject', 'area')",33
3969,"('PutObject', 'thirds.')",33
3970,"('PutObject', 'tip')",33
3971,"('PickupObject', 'caldron')",33
3972,"('SliceObject', 'loaf.')",33
3973,"('PutObject', 'pickup')",33
3974,"('GotoLocation', 'path')",33
3975,"('GotoLocation', 'shorter')",33
3976,"('PickupObject', 'sliced.')",33
3977,"('SliceObject', 'chair.')",33
3978,"('CleanObject', 'approach')",33
3979,"('CleanObject', 'shelves.')",33
3980,"('CleanObject', 'leftmost')",33
3981,"('GotoLocation', 'tumbler')",33
3982,"('CleanObject', 'waste')",33
3983,"('CoolObject', 'trash.')",33
3984,"('CoolObject', 'chair')",33
3985,"('CoolObject', 'gas')",33
3986,"('SliceObject', 'potatoes')",33
3987,"('HeatObject', 'twice')",33
3988,"('GotoLocation', 'switch')",32
3989,"('GotoLocation', 'basketball.')",32
3990,"('PickupObject', 'walks')",32
3991,"('GotoLocation', 'bit.')",32
3992,"('ToggleObject', 'television.')",32
3993,"('GotoLocation', 'loveseat')",32
3994,"('GotoLocation', 'console.')",32
3995,"('GotoLocation', 'meets')",32
3996,"('GotoLocation', 'ways')",32
3997,"('GotoLocation', 'sits.')",32
3998,"('GotoLocation', 'curtain')",32
3999,"('GotoLocation', 'animal')",32
4000,"('PutObject', 'please.')",32
4001,"('GotoLocation', 'learning')",32
4002,"('PutObject', 'cushions')",32
4003,"('PutObject', 'transfer')",32
4004,"('PutObject', 'backwards.')",32
4005,"('PutObject', 'surface')",32
4006,"('PutObject', 'behind.')",32
4007,"('PutObject', 'veering')",32
4008,"('PickupObject', 'monitor.')",32
4009,"('PickupObject', 'steel')",32
4010,"('PutObject', 'now')",32
4011,"('SliceObject', 'food')",32
4012,"('GotoLocation', 'sides')",32
4013,"('PickupObject', 'maneuver')",32
4014,"('PutObject', 'plastic')",32
4015,"('SliceObject', 'salt.')",32
4016,"('SliceObject', 'doors')",32
4017,"('PickupObject', 'skillet.')",32
4018,"('SliceObject', 'clear')",32
4019,"('SliceObject', 'egg.')",32
4020,"('CleanObject', 'beneath')",32
4021,"('CleanObject', 'teapot')",32
4022,"('CoolObject', 'hold')",32
4023,"('CoolObject', 'rack.')",32
4024,"('GotoLocation', 'chilling')",32
4025,"('CoolObject', 'skillet')",32
4026,"('HeatObject', 'closing')",32
4027,"('GotoLocation', 'squirt')",32
4028,"('GotoLocation', 'spool')",32
4029,"('PutObject', 'mantle')",32
4030,"('GotoLocation', 'upward')",31
4031,"('PickupObject', 'textbook')",31
4032,"('PickupObject', 'lying')",31
4033,"('PickupObject', 'floral')",31
4034,"('ToggleObject', 'pink')",31
4035,"('GotoLocation', 'picture')",31
4036,"('PickupObject', 'stack')",31
4037,"('PickupObject', 'piano')",31
4038,"('PickupObject', 'slightly.')",31
4039,"('PickupObject', 'bend')",31
4040,"('GotoLocation', 'please')",31
4041,"('PickupObject', 'follow')",31
4042,"('GotoLocation', 'there')",31
4043,"('GotoLocation', 'beige')",31
4044,"('PutObject', 'tennis')",31
4045,"('PickupObject', 'self')",31
4046,"('PickupObject', 'plush')",31
4047,"('PickupObject', 'bottles.')",31
4048,"('GotoLocation', 'degree')",31
4049,"('PickupObject', 'ad')",31
4050,"('PutObject', 'straight.')",31
4051,"('PickupObject', 'parallel')",31
4052,"('PutObject', 'half.')",31
4053,"('PutObject', 'sweet')",31
4054,"('SliceObject', 'proceed')",31
4055,"('SliceObject', 'basin')",31
4056,"('SliceObject', 'using')",31
4057,"('PutObject', 'bucket')",31
4058,"('SliceObject', 'dish')",31
4059,"('PutObject', 'came')",31
4060,"('PutObject', 'followed')",31
4061,"('GotoLocation', 'cellphones')",31
4062,"('PutObject', 'lift')",31
4063,"('CleanObject', 'fork.')",31
4064,"('CleanObject', 'turning')",31
4065,"('SliceObject', 'rinsed')",31
4066,"('GotoLocation', 'frozen')",31
4067,"('CleanObject', 'first')",31
4068,"('PickupObject', 'allow')",31
4069,"('CoolObject', 'cooling')",31
4070,"('CoolObject', 'shaker')",31
4071,"('CoolObject', 'little')",31
4072,"('CoolObject', 'pieces.')",31
4073,"('CoolObject', 'refrigerate')",31
4074,"('CoolObject', 'underneath')",31
4075,"('GotoLocation', 'moments')",31
4076,"('HeatObject', 'sponge.')",31
4077,"('HeatObject', 'turns')",31
4078,"('HeatObject', 'bottle.')",31
4079,"('ToggleObject', 'center')",30
4080,"('PickupObject', 'form')",30
4081,"('ToggleObject', 'another')",30
4082,"('GotoLocation', 'stuffed')",30
4083,"('GotoLocation', 'teddy')",30
4084,"('GotoLocation', 'shelving.')",30
4085,"('GotoLocation', 'base.')",30
4086,"('GotoLocation', 'stairs')",30
4087,"('GotoLocation', 'newsletter')",30
4088,"('PickupObject', 'place.')",30
4089,"('PutObject', 'lounge')",30
4090,"('GotoLocation', 'nearer')",30
4091,"('GotoLocation', 'desktop.')",30
4092,"('SliceObject', 'bottle.')",30
4093,"('PickupObject', 'running')",30
4094,"('PutObject', 'self')",30
4095,"('PickupObject', 'radiator')",30
4096,"('PutObject', 'radiator')",30
4097,"('PutObject', 'washcloth')",30
4098,"('PickupObject', 'above.')",30
4099,"('PutObject', 'above.')",30
4100,"('GotoLocation', 'jar.')",30
4101,"('PutObject', 'ad')",30
4102,"('SliceObject', 'machine')",30
4103,"('PickupObject', 'figure')",30
4104,"('PickupObject', 'case.')",30
4105,"('PutObject', 'case.')",30
4106,"('PickupObject', 'bathroom.')",30
4107,"('PutObject', 'bathroom.')",30
4108,"('GotoLocation', 'funnel')",30
4109,"('SliceObject', 'space')",30
4110,"('GotoLocation', 'food.')",30
4111,"('PickupObject', 'tomatoes.')",30
4112,"('PickupObject', 'cocktail')",30
4113,"('PutObject', 'cocktail')",30
4114,"('GotoLocation', 'before.')",30
4115,"('GotoLocation', 'organize')",30
4116,"('PickupObject', 'pavement')",30
4117,"('SliceObject', 'long')",30
4118,"('SliceObject', 'heads')",30
4119,"('SliceObject', 'paper')",30
4120,"('SliceObject', 'short')",30
4121,"('GotoLocation', 'partially')",30
4122,"('PickupObject', '1')",30
4123,"('PutObject', '1')",30
4124,"('GotoLocation', 'able')",30
4125,"('CleanObject', 'there.')",30
4126,"('GotoLocation', 'handkerchief')",30
4127,"('CleanObject', 'lid.')",30
4128,"('CleanObject', 'pan.')",30
4129,"('GotoLocation', 'eggs.')",30
4130,"('CoolObject', 'window.')",30
4131,"('CoolObject', 'turning')",30
4132,"('CoolObject', 'there.')",30
4133,"('PickupObject', 'after')",30
4134,"('CoolObject', 'shelving')",30
4135,"('CoolObject', 'cabinets')",30
4136,"('CoolObject', 'sponge.')",30
4137,"('HeatObject', 'spatula.')",30
4138,"('HeatObject', 'container')",30
4139,"('HeatObject', 'glass.')",30
4140,"('HeatObject', '3')",30
4141,"('GotoLocation', 'jars')",30
4142,"('PickupObject', 'level')",29
4143,"('GotoLocation', 'sitting.')",29
4144,"('GotoLocation', 'bear.')",29
4145,"('ToggleObject', 'clear')",29
4146,"('GotoLocation', 'turnaround')",29
4147,"('PickupObject', 'sit')",29
4148,"('GotoLocation', 'space.')",29
4149,"('PickupObject', 'immediate')",29
4150,"('GotoLocation', 'leg')",29
4151,"('GotoLocation', 'pad')",29
4152,"('PickupObject', 'beyond')",29
4153,"('PutObject', 'floral')",29
4154,"('GotoLocation', 'items.')",29
4155,"('PutObject', 'object.')",29
4156,"('GotoLocation', 'higher')",29
4157,"('GotoLocation', 'scrub')",29
4158,"('PutObject', 'leather')",29
4159,"('GotoLocation', ""table's"")",29
4160,"('PutObject', 'parallel')",29
4161,"('PutObject', 'figure')",29
4162,"('PutObject', 'maneuver')",29
4163,"('GotoLocation', 'load')",29
4164,"('PutObject', 'watering')",29
4165,"('PutObject', 'stack')",29
4166,"('SliceObject', 'chunk')",29
4167,"('PutObject', 'tomatoes.')",29
4168,"('PickupObject', 'chalice')",29
4169,"('PutObject', 'skillet.')",29
4170,"('PickupObject', 'wine.')",29
4171,"('PutObject', 'walks')",29
4172,"('PutObject', 'place.')",29
